,condition,bin,type,subject,itemnum,cloze,constraint,contrast_unexpected,accuracy,w1,w2,region,amplitude
14831,LC.UNEXP.VB,10,0,26,184,1,0,-2,1,支持,提议,mid_posterior,1.9050469666666665
14832,HC.UNEXP.VB,9,0,26,279,1,1,-1,0,扭转,时间,mid_posterior,-6.676123999999999
14833,LC.UNEXP.CL,5,1,26,452,1,0,-2,1,一锅,肉,mid_posterior,2.3092381
14834,HC.AN.CL,1,1,26,604,0,1,0,1,一句,卧室,mid_posterior,-4.541179233333334
14835,HC.EXP.VB,8,0,26,466,2,1,0,1,积累,经验,mid_posterior,-6.1928589999999994
14836,LC.UNEXP.CL,5,1,26,613,1,0,-2,1,一颗,珍珠,mid_posterior,7.874272666666666
14837,HC.AN.CL,1,1,26,286,0,1,0,1,一粒,狗,mid_posterior,-9.8963403
14838,LC.UNEXP.CL,5,1,26,454,1,0,-2,0,一大/JJ,老师,mid_posterior,-9.522491
14839,LC.AN.CL,2,1,26,120,0,0,0,1,一点儿,生日,mid_posterior,-8.313634333333335
14840,LC.UNEXP.VB,10,0,26,309,1,0,-2,1,安置,设备,mid_posterior,-2.2972847
14841,HC.AN.VB,6,0,26,646,0,1,0,1,抓紧,学校,mid_posterior,-15.741436666666667
14842,HC.EXP.CL,3,1,26,92,2,1,0,1,一番,话,mid_posterior,0.41138799999999986
14843,LC.UNEXP.VB,10,0,26,304,1,0,-2,1,罢免,法官,mid_posterior,-4.2789823333333326
14844,LC.UNEXP.CL,5,1,26,280,1,0,-2,1,一大群,狗,mid_posterior,-2.581990333333333
14845,HC.EXP.VB,8,0,26,296,2,1,0,1,谋取,利益,mid_posterior,-9.175665
14846,LC.UNEXP.VB,10,0,26,497,1,0,-2,1,保持,体重,mid_posterior,2.874239333333333
14847,HC.AN.CL,1,1,26,470,0,1,0,1,一封,酒店,mid_posterior,-9.143820666666667
14848,HC.AN.CL,1,1,26,649,0,1,0,1,一堵,米,mid_posterior,-4.634364866666666
14849,LC.UNEXP.VB,10,0,26,93,1,0,-2,1,提高,产量,mid_posterior,-9.019819666666667
14850,HC.AN.VB,6,0,26,315,0,1,0,1,激化,米,mid_posterior,-4.075203433333333
14851,HC.AN.CL,1,1,26,631,0,1,0,1,一匹,米,mid_posterior,-4.4764143333333335
14852,HC.EXP.CL,3,1,26,50,2,1,0,1,一幢,楼,mid_posterior,9.100787666666667
14853,HC.EXP.CL,3,1,26,114,2,1,0,1,一群,人,mid_posterior,2.6711900000000006
14854,LC.UNEXP.CL,5,1,26,308,1,0,-2,0,一班,演员,mid_posterior,-6.205239
14855,LC.AN.VB,7,0,26,624,0,0,0,1,设立,猪,mid_posterior,-13.349014000000002
14856,HC.UNEXP.CL,4,1,26,182,1,1,-1,0,一面,木板,mid_posterior,-3.969515833333334
14857,LC.AN.VB,7,0,26,94,0,0,0,1,抵御,争论,mid_posterior,-0.5830363333333333
14858,HC.UNEXP.CL,4,1,26,293,1,1,-1,1,一尊,鼎,mid_posterior,-2.344571536133334
14859,HC.UNEXP.VB,9,0,26,734,1,1,-1,1,伸出,头,mid_posterior,-3.479130033333334
14860,HC.UNEXP.CL,4,1,26,193,1,1,-1,1,一肚子,酒,mid_posterior,-3.2486859999999997
14861,LC.AN.CL,2,1,26,729,0,0,0,1,一块,香烟,mid_posterior,-12.375289
14862,HC.UNEXP.CL,4,1,26,96,1,1,-1,1,一公顷,沙漠,mid_posterior,-7.180172999999999
14863,HC.EXP.VB,8,0,26,465,2,1,0,1,推动,发展,mid_posterior,1.2729283333333334
14864,LC.AN.CL,2,1,26,97,0,0,0,1,一项,黄金,mid_posterior,6.721831300000001
14865,HC.AN.VB,6,0,26,464,0,1,0,1,承担,牛,mid_posterior,-8.055673
14866,HC.AN.CL,1,1,26,35,0,1,0,1,一档,饭,mid_posterior,-0.18633599999999997
14867,LC.UNEXP.CL,5,1,26,607,1,0,-2,1,一条,短信,mid_posterior,1.716261
14868,LC.AN.CL,2,1,26,723,0,0,0,1,一平米,信号,mid_posterior,-8.714237126666665
14869,LC.UNEXP.VB,10,0,26,272,1,0,-2,1,严守,承诺,mid_posterior,3.9199841
14870,HC.AN.CL,1,1,26,100,0,1,0,1,一辆,措施,mid_posterior,1.7064786666666667
14871,HC.AN.VB,6,0,26,476,0,1,0,1,扮演,土地,mid_posterior,2.2761811
14872,HC.AN.VB,6,0,26,288,0,1,0,1,讨回,鸡,mid_posterior,6.405560666666666
14873,HC.EXP.VB,8,0,26,627,2,1,0,1,买,东西,mid_posterior,-4.080656333333333
14874,HC.UNEXP.CL,4,1,26,183,1,1,-1,1,一群,老师,mid_posterior,-6.078358000000001
14875,LC.UNEXP.CL,5,1,26,491,1,0,-2,1,一门,语言,mid_posterior,-10.467426333333334
14876,HC.AN.VB,6,0,26,31,0,1,0,1,考上,酒店,mid_posterior,-2.756331433333333
14877,HC.UNEXP.CL,4,1,26,474,1,1,-1,1,一回合,战斗,mid_posterior,-3.4535965333333336
14878,HC.UNEXP.VB,9,0,26,189,1,1,-1,1,侮辱,烈士,mid_posterior,-3.9406470000000002
14879,LC.UNEXP.VB,10,0,26,208,1,0,-2,1,接受,计划,mid_posterior,-3.4268703333333335
14880,HC.AN.CL,1,1,26,732,0,1,0,1,一大笔,牛,mid_posterior,-5.377881666666667
14881,LC.UNEXP.CL,5,1,26,623,1,0,-2,1,一部,手机,mid_posterior,4.349637666666666
14882,HC.AN.VB,6,0,26,477,0,1,0,1,振奋,水流,mid_posterior,-4.5530199
14883,LC.UNEXP.CL,5,1,26,728,1,0,-2,0,一度,角,mid_posterior,-15.14348333333333
14884,HC.EXP.VB,8,0,26,656,2,1,0,1,汇报,工作,mid_posterior,2.142148066666667
14885,HC.EXP.CL,3,1,26,620,2,1,0,1,一幕幕,戏,mid_posterior,1.0663156666666669
14886,HC.EXP.CL,3,1,26,36,2,1,0,1,一列,火车,mid_posterior,5.113239000000001
14887,LC.UNEXP.CL,5,1,26,736,1,0,-2,1,一班,孩子,mid_posterior,0.6493459333333332
14888,LC.AN.CL,2,1,26,95,0,0,0,1,一块,失败,mid_posterior,-13.989852999999998
14889,LC.AN.CL,2,1,26,34,0,0,0,1,一根,运动,mid_posterior,-8.416780666666668
14890,HC.EXP.CL,3,1,26,192,2,1,0,1,一缕,青烟,mid_posterior,-6.045938666666667
14891,LC.AN.CL,2,1,26,617,0,0,0,0,一年,食物,mid_posterior,-2.661756
14892,LC.UNEXP.CL,5,1,26,57,1,0,-2,1,一池,水草,mid_posterior,-7.767127333333334
14893,LC.AN.CL,2,1,26,468,0,0,0,1,一组,武艺,mid_posterior,-2.1147978660999995
14894,HC.EXP.VB,8,0,26,328,2,1,0,1,完成,任务,mid_posterior,-3.96867
14895,LC.UNEXP.VB,10,0,26,467,1,0,-2,1,担任,经理,mid_posterior,-7.760586333333333
14896,LC.AN.VB,7,0,26,195,0,0,0,1,实现,乐曲,mid_posterior,-7.968374333333333
14897,HC.AN.VB,6,0,26,724,0,1,0,0,侵吞,线,mid_posterior,-7.016216
14898,LC.AN.VB,7,0,26,206,0,0,0,1,实行,飞机,mid_posterior,-11.153353333333333
14899,LC.UNEXP.CL,5,1,26,322,1,0,-2,1,一片,天地,mid_posterior,9.760857333333334
14900,HC.EXP.CL,3,1,26,45,2,1,0,1,一江,春水,mid_posterior,-4.553622333333333
14901,HC.EXP.VB,8,0,26,655,2,1,0,1,夺得,冠军,mid_posterior,1.7612286666666666
14902,HC.UNEXP.CL,4,1,26,185,1,1,-1,0,一江,鱼,mid_posterior,-5.848491666666667
14903,HC.UNEXP.VB,9,0,26,634,1,1,-1,0,补贴,老师,mid_posterior,-9.939874
14904,HC.AN.CL,1,1,26,38,0,1,0,1,一束,争论,mid_posterior,-15.66889
14905,HC.UNEXP.CL,4,1,26,187,1,1,-1,1,一里,海岸,mid_posterior,-16.755306666666666
14906,LC.AN.CL,2,1,26,628,0,0,0,1,一身,火车,mid_posterior,-7.954287666666667
14907,HC.UNEXP.CL,4,1,26,282,1,1,-1,1,一通,电报,mid_posterior,7.7343459999999995
14908,LC.UNEXP.CL,5,1,26,275,1,0,-2,1,一道,瀑布,mid_posterior,-11.129946666666667
14909,HC.AN.CL,1,1,26,294,0,1,0,1,一发,帽子,mid_posterior,-10.365873
14910,HC.AN.VB,6,0,26,60,0,1,0,1,负有,黄金,mid_posterior,-2.619505
14911,LC.AN.VB,7,0,26,608,0,0,0,1,解释,酒店,mid_posterior,5.297748333333334
14912,LC.AN.CL,2,1,26,494,0,0,0,1,一波波,公司,mid_posterior,4.483915866666667
14913,LC.AN.VB,7,0,26,642,0,0,0,1,提供,热血,mid_posterior,-3.706354433333333
14914,HC.EXP.VB,8,0,26,326,2,1,0,1,改善,生活,mid_posterior,-5.498683
14915,HC.UNEXP.CL,4,1,26,325,1,1,-1,1,一届,晚会,mid_posterior,-11.771551333333333
14916,LC.UNEXP.VB,10,0,26,59,1,0,-2,1,保有,价值,mid_posterior,7.484269
14917,HC.AN.VB,6,0,26,111,0,1,0,1,征求,乐曲,mid_posterior,-3.1675346333333336
14918,HC.UNEXP.CL,4,1,26,504,1,1,-1,1,一副,牌,mid_posterior,1.1881957
14919,LC.UNEXP.CL,5,1,26,104,1,0,-2,1,一批,民工,mid_posterior,-2.7947559999999996
14920,LC.AN.CL,2,1,26,730,0,0,0,1,一丝,子弹,mid_posterior,2.6936459999999998
14921,LC.AN.CL,2,1,26,503,0,0,0,1,一组,学问,mid_posterior,-5.8300149999999995
14922,HC.AN.VB,6,0,26,33,0,1,0,1,开展,墙,mid_posterior,-7.855331666666667
14923,HC.EXP.VB,8,0,26,749,2,1,0,1,提出,问题,mid_posterior,-9.537559333333332
14924,HC.EXP.CL,3,1,26,473,2,1,0,1,一起,事故,mid_posterior,6.007862333333333
14925,HC.UNEXP.CL,4,1,26,636,1,1,-1,1,一套,家具,mid_posterior,3.1163831666666666
14926,LC.UNEXP.VB,10,0,26,453,1,0,-2,0,影响,出口,mid_posterior,5.871286333333333
14927,HC.EXP.VB,8,0,26,618,2,1,0,1,宏扬,精神,mid_posterior,-7.5533019999999995
14928,HC.EXP.VB,8,0,26,210,2,1,0,1,判处,死刑,mid_posterior,-7.156935999999999
14929,HC.UNEXP.VB,9,0,26,292,1,1,-1,1,讨论,分工,mid_posterior,-5.5525807333333335
14930,LC.AN.VB,7,0,26,743,0,0,0,1,举办,鞋子,mid_posterior,-16.074176333333334
14931,HC.AN.CL,1,1,26,601,0,1,0,1,一阵,学校,mid_posterior,-10.579878
14932,HC.UNEXP.VB,9,0,26,312,1,1,-1,1,驾驶,飞船,mid_posterior,-3.000025666666667
14933,LC.UNEXP.VB,10,0,26,42,1,0,-2,1,降低,分数,mid_posterior,5.976824433333334
14934,LC.UNEXP.VB,10,0,26,603,1,0,-2,1,安排,住宿,mid_posterior,-4.412305333333333
14935,HC.UNEXP.CL,4,1,26,482,1,1,-1,1,一番,天地,mid_posterior,10.803790000000001
14936,LC.UNEXP.VB,10,0,26,196,1,0,-2,0,动摇,基础,mid_posterior,0.2941212
14937,HC.UNEXP.VB,9,0,26,725,1,1,-1,1,服,药,mid_posterior,0.06020466666666661
14938,HC.EXP.VB,8,0,26,614,2,1,0,1,吸取,教训,mid_posterior,-7.966372666666667
14939,HC.UNEXP.VB,9,0,26,626,1,1,-1,1,管制,出国,mid_posterior,-8.278422333333333
14940,HC.EXP.CL,3,1,26,107,2,1,0,1,一副,眼镜,mid_posterior,0.8592808
14941,HC.EXP.CL,3,1,26,276,2,1,0,1,一通,电话,mid_posterior,-3.8776956666666664
14942,HC.EXP.CL,3,1,26,746,2,1,0,1,一盘,菜,mid_posterior,7.330186000000001
14943,HC.EXP.CL,3,1,26,461,2,1,0,1,一壶,酒,mid_posterior,-2.9165333333333336
14944,LC.AN.CL,2,1,26,457,0,0,0,1,一次,线,mid_posterior,-10.266656333333334
14945,LC.UNEXP.VB,10,0,26,52,1,0,-2,1,改进,绿化,mid_posterior,2.673712333333334
14946,LC.AN.VB,7,0,26,478,0,0,0,1,总结,水果,mid_posterior,-8.269452
14947,HC.AN.CL,1,1,26,658,0,1,0,1,一滴,墙,mid_posterior,-7.397359333333333
14948,HC.AN.CL,1,1,26,721,0,1,0,1,一间,扣子,mid_posterior,-2.951763066666667
14949,LC.AN.VB,7,0,26,455,0,0,0,1,出现,经历,mid_posterior,-2.6516043333333332
14950,LC.AN.VB,7,0,26,727,0,0,0,1,侵害,黄金,mid_posterior,-13.657210333333333
14951,LC.AN.CL,2,1,26,194,0,0,0,1,一堆,希望,mid_posterior,-14.852536666666667
14952,HC.UNEXP.VB,9,0,26,654,1,1,-1,1,占用,教室,mid_posterior,2.20345
14953,HC.EXP.VB,8,0,26,744,2,1,0,1,造福,人类,mid_posterior,9.033275333333334
14954,HC.AN.VB,6,0,26,203,0,1,0,1,赚,生日,mid_posterior,0.1349523333333332
14955,HC.EXP.CL,3,1,26,314,2,1,0,1,一座,山,mid_posterior,3.601977600000001
14956,HC.AN.CL,1,1,26,742,0,1,0,1,一艘,猪,mid_posterior,-19.13596
14957,LC.UNEXP.CL,5,1,26,481,1,0,-2,1,一则,寻人启事,mid_posterior,7.799823666666666
14958,LC.AN.CL,2,1,26,500,0,0,0,1,一处,饭,mid_posterior,0.9635996666666667
14959,HC.UNEXP.VB,9,0,26,91,1,1,-1,1,开创,领域,mid_posterior,-7.466245333333333
14960,HC.EXP.CL,3,1,26,644,2,1,0,1,一扇,门,mid_posterior,6.036978333333334
14961,LC.AN.VB,7,0,26,472,0,0,0,1,加快,墙,mid_posterior,-13.038921666666667
14962,HC.UNEXP.CL,4,1,26,622,1,1,-1,1,一座,城堡,mid_posterior,-18.374856666666666
14963,HC.AN.VB,6,0,26,327,0,1,0,1,施加,楼房,mid_posterior,-8.047537333333333
14964,LC.UNEXP.CL,5,1,26,209,1,0,-2,0,一岁,庄稼,mid_posterior,0.9056980000000001
14965,HC.AN.CL,1,1,26,112,0,1,0,1,一毛,尸体,mid_posterior,-4.9721236
14966,HC.EXP.CL,3,1,26,731,2,1,0,1,一丛丛,花,mid_posterior,-3.2502549999999997
14967,LC.AN.CL,2,1,26,451,0,0,0,1,一堆,水流,mid_posterior,-10.613038333333334
14968,HC.AN.VB,6,0,26,489,0,1,0,1,奠定,水果,mid_posterior,5.428259266666667
14969,LC.UNEXP.CL,5,1,26,739,1,0,-2,1,一批,产品,mid_posterior,0.45962130000000007
14970,HC.EXP.VB,8,0,26,495,2,1,0,1,促进,发展,mid_posterior,4.4796039
14971,LC.UNEXP.CL,5,1,26,486,1,0,-2,1,一场,培训,mid_posterior,-7.153481666666667
14972,HC.UNEXP.VB,9,0,26,458,1,1,-1,1,虐待,儿子,mid_posterior,-9.598319733333334
14973,HC.EXP.VB,8,0,26,653,2,1,0,1,没收,财产,mid_posterior,-6.0060486666666675
14974,LC.AN.VB,7,0,26,459,0,0,0,1,欺负,卧室,mid_posterior,-9.710252333333333
14975,HC.EXP.VB,8,0,26,43,2,1,0,1,使用,工具,mid_posterior,-5.5902614690000005
14976,HC.AN.VB,6,0,26,207,0,1,0,1,采取,菜,mid_posterior,-14.512386666666666
14977,HC.EXP.CL,3,1,26,508,2,1,0,1,一对,情侣,mid_posterior,3.782825666666666
14978,HC.AN.CL,1,1,26,299,0,1,0,1,一盏,生日,mid_posterior,-4.410214333333333
14979,LC.UNEXP.CL,5,1,26,506,1,0,-2,1,一趟,飞机,mid_posterior,-5.680202
14980,HC.UNEXP.VB,9,0,26,271,1,1,-1,1,兴建,景点,mid_posterior,2.8405045333333336
14981,HC.UNEXP.VB,9,0,26,647,1,1,-1,1,揭开,锅,mid_posterior,1.0064925866666667
14982,LC.UNEXP.CL,5,1,26,507,1,0,-2,1,一大群,蚂蚁,mid_posterior,-9.087615333333332
14983,HC.AN.CL,1,1,26,56,0,1,0,1,一张,鸡,mid_posterior,0.7602041399999999
14984,HC.EXP.CL,3,1,26,310,2,1,0,1,一套,房,mid_posterior,-0.035721999999999955
14985,LC.AN.CL,2,1,26,306,0,0,0,1,一系列,米,mid_posterior,-0.7703677899999999
14986,HC.UNEXP.VB,9,0,26,737,1,1,-1,1,发表,看法,mid_posterior,3.9720676666666663
14987,HC.UNEXP.VB,9,0,26,501,1,1,-1,1,前往,实验室,mid_posterior,-1.2380864333333335
14988,HC.UNEXP.CL,4,1,26,645,1,1,-1,1,一记,警告,mid_posterior,-2.0516783333333333
14989,LC.UNEXP.VB,10,0,26,748,1,0,-2,1,增加,工资,mid_posterior,-7.933503999999999
14990,LC.AN.VB,7,0,26,611,0,0,0,1,送往,饭,mid_posterior,1.6939680000000001
14991,LC.AN.VB,7,0,26,278,0,0,0,1,收拾,生日,mid_posterior,-9.112013333333335
14992,HC.AN.CL,1,1,26,302,0,1,0,1,一亩,云朵,mid_posterior,-1.2496659333333333
14993,HC.AN.VB,6,0,26,320,0,1,0,1,筹措,鱼,mid_posterior,-6.770193333333334
14994,HC.UNEXP.VB,9,0,26,190,1,1,-1,1,发来,短信,mid_posterior,-3.2823793333333335
14995,LC.AN.VB,7,0,26,58,0,0,0,0,发展,楼房,mid_posterior,2.1661281666666667
14996,LC.AN.VB,7,0,26,480,0,0,0,1,拉开,狗,mid_posterior,0.9988120000000001
14997,LC.UNEXP.CL,5,1,26,301,1,0,-2,1,一只,松鼠,mid_posterior,-8.21144
14998,HC.AN.VB,6,0,26,198,0,1,0,1,环游,米,mid_posterior,-12.272632403333333
14999,HC.AN.VB,6,0,26,311,0,1,0,1,贴近,鞋子,mid_posterior,-3.907855666666667
15000,LC.AN.CL,2,1,26,750,0,0,0,1,一手,飞机,mid_posterior,-9.766726333333333
15001,LC.AN.CL,2,1,26,300,0,0,0,1,一团,水,mid_posterior,-6.855634233333333
15002,HC.AN.CL,1,1,26,651,0,1,0,1,一腔,鱼,mid_posterior,-1.4412800000000001
15003,HC.EXP.VB,8,0,26,37,2,1,0,1,践踏,尊严,mid_posterior,-16.404406666666663
15004,HC.UNEXP.CL,4,1,26,53,1,1,-1,1,一帖,对联,mid_posterior,-14.055976666666666
15005,LC.AN.VB,7,0,26,47,0,0,0,1,遍布,牛,mid_posterior,1.5676459333333332
15006,HC.AN.VB,6,0,26,51,0,1,0,1,搬起,卧室,mid_posterior,-3.4556969333333334
15007,LC.UNEXP.CL,5,1,26,119,1,0,-2,1,一层层,台阶,mid_posterior,-7.039549666666666
15008,HC.UNEXP.VB,9,0,26,290,1,1,-1,1,篡改,答案,mid_posterior,-11.717261
15009,HC.UNEXP.CL,4,1,26,186,1,1,-1,1,一轮,面试,mid_posterior,7.693691666666666
15010,HC.AN.VB,6,0,26,619,0,1,0,1,收受,狗,mid_posterior,-15.777046666666665
15011,HC.UNEXP.VB,9,0,26,609,1,1,-1,1,参与,学习,mid_posterior,0.40779638
15012,HC.EXP.CL,3,1,26,496,2,1,0,1,一帖,字,mid_posterior,-10.380024333333333
15013,LC.AN.VB,7,0,26,660,0,0,0,1,突出,线,mid_posterior,-6.7128088
15014,HC.EXP.CL,3,1,26,492,2,1,0,1,一面,墙,mid_posterior,-1.6716756666666666
15015,HC.EXP.VB,8,0,26,46,2,1,0,1,封锁,消息,mid_posterior,-8.048810333333334
15016,LC.UNEXP.VB,10,0,26,98,1,0,-2,1,持有,黄金,mid_posterior,-6.7584583333333335
15017,LC.UNEXP.VB,10,0,26,284,1,0,-2,1,踏进,社会,mid_posterior,-8.219493333333334
15018,HC.EXP.CL,3,1,26,283,2,1,0,1,一碗,饭,mid_posterior,-6.756841333333333
15019,LC.UNEXP.VB,10,0,26,722,1,0,-2,1,抵制,文化,mid_posterior,0.5682150666666669
15020,HC.UNEXP.CL,4,1,26,307,1,1,-1,1,一盘,土豆,mid_posterior,2.3635136666666665
15021,HC.EXP.CL,3,1,26,202,2,1,0,1,一届,学生,mid_posterior,-1.6768257999999998
15022,LC.UNEXP.VB,10,0,26,460,1,0,-2,1,变为,动物,mid_posterior,-4.340942666666666
15023,HC.AN.CL,1,1,26,610,0,1,0,1,一斗,楼房,mid_posterior,-3.489372266666667
15024,HC.AN.VB,6,0,26,49,0,1,0,1,歪曲,飞机,mid_posterior,-1.9552586666666665
15025,LC.UNEXP.CL,5,1,26,44,1,0,-2,1,一两,油,mid_posterior,-2.341067666666666
15026,LC.UNEXP.CL,5,1,26,462,1,0,-2,1,一口,奶,mid_posterior,3.0056556666666663
15027,LC.UNEXP.VB,10,0,26,612,1,0,-2,1,表示,中立,mid_posterior,-7.1621836666666665
15028,HC.EXP.VB,8,0,26,200,2,1,0,1,报道,新闻,mid_posterior,-5.2615316666666665
15029,LC.AN.VB,7,0,26,505,0,0,0,1,会见,措施,mid_posterior,-8.850268999999999
15030,HC.EXP.VB,8,0,26,621,2,1,0,1,骗,人,mid_posterior,6.455488666666667
15031,LC.UNEXP.VB,10,0,26,118,1,0,-2,1,整顿,思想,mid_posterior,-5.554733333333334
15032,LC.UNEXP.CL,5,1,26,469,1,0,-2,1,一两,珍珠,mid_posterior,-7.971607666666666
15033,HC.AN.VB,6,0,26,652,0,1,0,1,赚到,扣子,mid_posterior,-4.935697
15034,HC.EXP.VB,8,0,26,274,2,1,0,1,载,人,mid_posterior,4.127331333333333
15035,HC.UNEXP.VB,9,0,26,40,1,1,-1,1,健全,法治,mid_posterior,5.5224996666666675
15036,HC.EXP.VB,8,0,26,502,2,1,0,1,借鉴,经验,mid_posterior,0.03193633333333342
15037,HC.UNEXP.CL,4,1,26,316,1,1,-1,1,一起,安检,mid_posterior,5.821234666666666
15038,LC.UNEXP.CL,5,1,26,285,1,0,-2,1,一把,火,mid_posterior,0.8700640000000002
15039,LC.AN.VB,7,0,26,329,0,0,0,1,送到,鸡,mid_posterior,-0.14939106666666666
15040,HC.AN.CL,1,1,26,99,0,1,0,1,一朵,棋,mid_posterior,2.914287333333333
15041,LC.AN.CL,2,1,26,635,0,0,0,1,一项,饭,mid_posterior,10.373493666666667
15042,LC.UNEXP.VB,10,0,26,488,1,0,-2,1,要求,成绩,mid_posterior,-8.024121333333333
15043,LC.AN.VB,7,0,26,319,0,0,0,1,发布,土地,mid_posterior,-7.875968
15044,HC.AN.VB,6,0,26,205,0,1,0,1,吃,香烟,mid_posterior,-1.1937263333333334
15045,LC.AN.CL,2,1,26,485,0,0,0,1,一点,鞋子,parietal,-0.2549409666666665
15046,LC.AN.CL,2,1,26,648,0,0,0,1,一笔,菜,parietal,2.057218733333333
15047,LC.UNEXP.VB,10,0,26,115,1,0,-2,1,开立,公司,parietal,-2.629338
15048,LC.UNEXP.VB,10,0,26,643,1,0,-2,1,告诉,女孩,parietal,-4.904805966666667
15049,LC.AN.CL,2,1,26,281,0,0,0,1,一股,钱,parietal,-0.7218296666666667
15050,LC.AN.CL,2,1,26,475,0,0,0,1,一份,墙,parietal,-1.9367682533333337
15051,HC.EXP.CL,3,1,26,298,2,1,0,1,一尊,佛像,parietal,5.869327333333334
15052,HC.UNEXP.CL,4,1,26,657,1,1,-1,0,一壶,饮料,parietal,-1.5980793333333334
15053,HC.UNEXP.VB,9,0,26,625,1,1,-1,1,承包,商铺,parietal,-1.0370721666666665
15054,HC.UNEXP.CL,4,1,26,277,1,1,-1,0,一扇,猪肉,parietal,0.874847666666667
15055,LC.AN.VB,7,0,26,117,0,0,0,1,举行,棋,parietal,2.073586333333333
15056,HC.EXP.VB,8,0,26,318,2,1,0,1,运送,货物,parietal,0.5513603333333336
15057,HC.EXP.CL,3,1,26,324,2,1,0,1,一里,路,parietal,0.6956283999999999
15058,HC.UNEXP.CL,4,1,26,321,1,1,-1,1,一缸,荷花,parietal,-1.970048666666667
15059,HC.AN.CL,1,1,26,295,0,1,0,1,一篇,线,parietal,0.6534639333333333
15060,LC.AN.CL,2,1,26,273,0,0,0,1,一声,土地,parietal,24.096574666666665
15061,LC.AN.VB,7,0,26,632,0,0,0,1,统治,尸体,parietal,5.949751333333334
15062,HC.AN.CL,1,1,26,483,0,1,0,1,一本,黄金,parietal,7.3222450000000014
15063,HC.EXP.CL,3,1,26,606,2,1,0,1,一平方公里,土地,parietal,-1.0604536666666668
15064,HC.EXP.CL,3,1,26,197,2,1,0,1,一记,耳光,parietal,1.902634
15065,HC.UNEXP.CL,4,1,26,638,1,1,-1,1,一平方公里,湖,parietal,-5.031376000000001
15066,LC.AN.CL,2,1,26,498,0,0,0,1,一罐,飞机,parietal,0.2384357
15067,LC.UNEXP.VB,10,0,26,287,1,0,-2,1,具有,能力,parietal,-1.934745666666667
15068,LC.AN.CL,2,1,26,639,0,0,0,0,一份,歌曲,parietal,-0.6141936666666666
15069,LC.AN.VB,7,0,26,637,0,0,0,0,走向,信号,parietal,-5.449658333333335
15070,LC.UNEXP.VB,10,0,26,184,1,0,-2,1,支持,提议,parietal,6.497038333333333
15071,HC.UNEXP.VB,9,0,26,279,1,1,-1,0,扭转,时间,parietal,-3.5578008000000003
15072,LC.UNEXP.CL,5,1,26,452,1,0,-2,1,一锅,肉,parietal,0.9210691
15073,HC.AN.CL,1,1,26,604,0,1,0,1,一句,卧室,parietal,3.6052667333333335
15074,HC.EXP.VB,8,0,26,466,2,1,0,1,积累,经验,parietal,-1.7216715666666664
15075,LC.UNEXP.CL,5,1,26,613,1,0,-2,1,一颗,珍珠,parietal,6.2223326666666665
15076,HC.AN.CL,1,1,26,286,0,1,0,1,一粒,狗,parietal,3.25835266
15077,LC.UNEXP.CL,5,1,26,454,1,0,-2,0,一大/JJ,老师,parietal,-5.685506
15078,LC.AN.CL,2,1,26,120,0,0,0,1,一点儿,生日,parietal,-1.6111751000000003
15079,LC.UNEXP.VB,10,0,26,309,1,0,-2,1,安置,设备,parietal,0.3752080666666667
15080,HC.AN.VB,6,0,26,646,0,1,0,1,抓紧,学校,parietal,1.0217213333333333
15081,HC.EXP.CL,3,1,26,92,2,1,0,1,一番,话,parietal,2.2525155666666663
15082,LC.UNEXP.VB,10,0,26,304,1,0,-2,1,罢免,法官,parietal,-0.2688196666666669
15083,LC.UNEXP.CL,5,1,26,280,1,0,-2,1,一大群,狗,parietal,-1.3150731333333332
15084,HC.EXP.VB,8,0,26,296,2,1,0,1,谋取,利益,parietal,1.9355046666666673
15085,LC.UNEXP.VB,10,0,26,497,1,0,-2,1,保持,体重,parietal,5.305203333333334
15086,HC.AN.CL,1,1,26,470,0,1,0,1,一封,酒店,parietal,3.1075150000000007
15087,HC.AN.CL,1,1,26,649,0,1,0,1,一堵,米,parietal,-7.743537666666666
15088,LC.UNEXP.VB,10,0,26,93,1,0,-2,1,提高,产量,parietal,-0.6796208999999999
15089,HC.AN.VB,6,0,26,315,0,1,0,1,激化,米,parietal,7.402111666666667
15090,HC.AN.CL,1,1,26,631,0,1,0,1,一匹,米,parietal,-1.664798333333333
15091,HC.EXP.CL,3,1,26,50,2,1,0,1,一幢,楼,parietal,11.206740000000002
15092,HC.EXP.CL,3,1,26,114,2,1,0,1,一群,人,parietal,-4.053787666666667
15093,LC.UNEXP.CL,5,1,26,308,1,0,-2,0,一班,演员,parietal,1.3793503333333332
15094,LC.AN.VB,7,0,26,624,0,0,0,1,设立,猪,parietal,-7.604666666666667
15095,HC.UNEXP.CL,4,1,26,182,1,1,-1,0,一面,木板,parietal,-1.6285203333333327
15096,LC.AN.VB,7,0,26,94,0,0,0,1,抵御,争论,parietal,1.5878073333333333
15097,HC.UNEXP.CL,4,1,26,293,1,1,-1,1,一尊,鼎,parietal,-1.9570653333333332
15098,HC.UNEXP.VB,9,0,26,734,1,1,-1,1,伸出,头,parietal,2.0962943333333333
15099,HC.UNEXP.CL,4,1,26,193,1,1,-1,1,一肚子,酒,parietal,-7.788574666666666
15100,LC.AN.CL,2,1,26,729,0,0,0,1,一块,香烟,parietal,3.7028160000000003
